CBP_strain,ChrisName,LabName,Collection,Species,Soil_Type,Elevation,Lat_Degrees,Lat_Min,Lon_Degrees,Lon_Min,Date,Lat,Lon,calc_elevation,final_elevation
CBP-2160,WR2O2B-52,WR2O2B-52,WR2O2,inaquosorum,Opuntia,4064,36,25.466,117,11.423,27-May-10,36.42443333,-117.1903833,4093.6,4064
CBP-2161,WR2O2B-53,WR2O2B-53,WR2O2,inaquosorum,Opuntia,4064,36,25.466,117,11.423,27-May-10,36.42443333,-117.1903833,4093.6,4064
CBP-2186,105-4,105-4,105,inaquosorum,Free,-260,,,,,,,,,*
CBP-2194,16b-1,16b-1,16,inaquosorum,Free,-260,,,,,,,,,*
CBP-2197,18a-1,18a-1,18,inaquosorum,Free,-260,,,,,,,,,*
CBP-2225,97-1,97-1,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2226,97-2,97-2,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2227,97-3,97-3,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2228,97-4,97-4,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2229,97-5,97-5,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2230,97-6,97-6,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2231,97-7,97-7,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2233,97-9,97-9,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2252,18A1,18A1,18,inaquosorum,Free,-260,,,,,,,,,*
CBP-2254,97-1,97-1,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2255,97-2,97-2,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2256,97-3,97-3,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2257,97-4,97-4,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2258,97-5,97-5,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2259,97-6,97-6,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2260,97-7,97-7,97,inaquosorum,Free,-260,,,,,,,,,*
CBP-2264,M15B1,M15B1,M15B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2265,M15B2,M15B2,M15B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2267,M15B4,M15B4,M15B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2268,M15B5,M15B5,M15B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2272,M16B4,M16B4,M16B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2290,M20B4,M20B4,M20B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2294,M8B10,M8B10,M8B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2300,N11C10,N11C10,N11C,inaquosorum,Free,-260,,,,,,,,,*
CBP-2301,N11C11,N11C11,N11C,inaquosorum,Free,-260,,,,,,,,,*
CBP-2302,N11C7,N11C7,N11C,inaquosorum,Free,-260,,,,,,,,,*
CBP-2319,N15A1,N15A1,N15A,inaquosorum,Free,-260,,,,,,,,,*
CBP-2320,N15A11,N15A11,N15A,inaquosorum,Free,-260,,,,,,,,,*
CBP-2323,N15A8,N15A8,N15A,inaquosorum,Free,-260,,,,,,,,,*
CBP-2332,N18A13,N18A13,N18A,inaquosorum,Free,-260,,,,,,,,,*
CBP-2333,N18A14,N18A14,N18A,inaquosorum,Free,-260,,,,,,,,,*
CBP-2355,N9A10,N9A10,N9A,inaquosorum,Free,-260,,,,,,,,,*
CBP-2358,N9A14,N9A14,N9A,inaquosorum,Free,-260,,,,,,,,,*
CBP-2370,N9B20,N9B20,N9B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2371,N9B21,N9B21,N9B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2372,N9B22,N9B22,N9B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2379,N9B29,N9B29,N9B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2380,N9C1,N9C1,N9C,inaquosorum,Free,-260,,,,,,,,,*
CBP-2385,N9C19,N9C19,N9C,inaquosorum,Free,-260,,,,,,,,,*
CBP-2386,N9C2,N9C2,N9C,inaquosorum,Free,-260,,,,,,,,,*
CBP-2393,S10C2,S10C2,S10C,inaquosorum,Free,,36,17.089,116,53.541,,36.28481667,-116.89235,-247.8,-247.8
CBP-2394,S10C3,S10C3,S10C,inaquosorum,Free,,36,17.089,116,53.541,,36.28481667,-116.89235,-247.8,-247.8
CBP-2396,S11C11,S11C11,S11C,inaquosorum,Free,,36,17.092,116,53.555,,36.28486667,-116.8925833,-246.2,-246.2
CBP-2397,S11C12,S11C12,S11C,inaquosorum,Free,,36,17.092,116,53.555,,36.28486667,-116.8925833,-246.2,-246.2
CBP-2398,S11C13,S11C13,S11C,inaquosorum,Free,,36,17.092,116,53.555,,36.28486667,-116.8925833,-246.2,-246.2
CBP-2400,S11C6,S11C6,S11C,inaquosorum,Free,,36,17.092,116,53.555,,36.28486667,-116.8925833,-246.2,-246.2
CBP-2429,S18C12,S18C12,S18C,inaquosorum,Free,,36,17.1,116,53.667,,36.285,-116.89445,-227.3,-227.3
CBP-2442,S20C7,S20C7,S20C,inaquosorum,Free,,36,17.103,116,53.708,,36.28505,-116.8951333,-220.9,-220.9
CBP-2443,S20C8,S20C8,S20C,inaquosorum,Free,,36,17.103,116,53.708,,36.28505,-116.8951333,-220.9,-220.9
CBP-2449,S3C6,S3C6,S3C,inaquosorum,Free,,36,17.101,116,53.443,,36.28501667,-116.8907167,-255.9,-255.9
CBP-2453,S8C1X1,S8C1X1,S8C1,inaquosorum,Free,,36,17.094,116,53.523,,36.2849,-116.89205,-250.1,-250.1
CBP-2454,S8C1X2,S8C1X2,S8C1,inaquosorum,Free,,36,17.094,116,53.523,,36.2849,-116.89205,-250.1,-250.1
CBP-2457,T11B1,T11B1,T11B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2466,T13B1,T13B1,T13B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2467,T13B2,T13B2,T13B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2468,T13B3,T13B3,T13B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2481,T15C15,T15C15,T15C,inaquosorum,Free,-260,,,,,,,,,*
CBP-2482,T16B1,T16B1,T16B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2483,T16B2,T16B2,T16B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2493,T18B2,T18B2,T18B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2500,T18C9,T18C9,T18C,inaquosorum,Free,-260,,,,,,,,,*
CBP-2510,T20C13,T20C13,T20C,inaquosorum,Free,-260,,,,,,,,,*
CBP-2516,T20C8,T20C8,T20C,inaquosorum,,-260,,,,,,,,,
CBP-2532,T5B6,T5B6,T5B,inaquosorum,Free,-260,,,,,,,,,*
CBP-2534,T5B8,T5B8,T5B,inaquosorum,Free,-260,,,,,,,,,*
CBP-3030,EC30O3N-H13,EC30O3N-H13,EC30O3,inaquosorum,Opuntia,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3039,EC30O4N-B4-2,EC30O4N-B4-2,EC30O4,inaquosorum,Opuntia,3038,36,27.767,117,12.485,1-Jun-17,36.46278333,-117.2080833,3051.8,3038
CBP-3041,EC30O3N-H9*,EC30O3N-H9*,EC30O3,inaquosorum,Opuntia,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3066,EC30O3N-H9,EC30O3N-H9,EC30O3,inaquosorum,Opuntia,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3068,EC30O2B-D1-2,EC30O2B-D1-2,EC30O2 ,inaquosorum,,,,,,,,,,,
CBP-3070,EC30O5B-F9,EC30O5B-F9,EC30O5FREE,inaquosorum,Free,3965,36,25.573,117,11.602,1-Jun-17,36.42621667,-117.1933667,4040.2,3965
CBP-3071,EC30O4B-A5,EC30O4B-A5,EC30O4FREE,inaquosorum,Free,3038,36,27.767,117,12.485,1-Jun-17,36.46278333,-117.2080833,3051.8,3038
CBP-3072,EC30O4B-A7,EC30O4B-A7,EC30O4FREE,inaquosorum,Free,3038,36,27.767,117,12.485,1-Jun-17,36.46278333,-117.2080833,3051.8,3038
CBP-3073,EC30O4N-B1*,EC30O4N-B1*,EC30O4,inaquosorum,Opuntia,3038,36,27.767,117,12.485,1-Jun-17,36.46278333,-117.2080833,3051.8,3038
CBP-3074,EC30O4N-B8,EC30O4N-B8,EC30O4,inaquosorum,Opuntia,3038,36,27.767,117,12.485,1-Jun-17,36.46278333,-117.2080833,3051.8,3038
CBP-3075,EC30O5B-F5,EC30O5B-F5,EC30O5FREE,inaquosorum,Free,3965,36,25.573,117,11.602,1-Jun-17,36.42621667,-117.1933667,4040.2,3965
CBP-3076,EC30O3B-G10,EC30O3B-G10,EC30O3FREE,inaquosorum,Free,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3077,EC30O1B-J3,EC30O1B-J3,EC30O1FREE,inaquosorum,Free,2971,36,27.744,117,12.537,1-Jun-17,36.4624,-117.20895,3066.1,2971
CBP-3078,EC30O5N-E3*,EC30O5N-E3*,EC30O5,inaquosorum,Opuntia,3965,36,25.573,117,11.602,1-Jun-17,36.42621667,-117.1933667,4040.2,3965
CBP-3080,EC30O2B-D2*,EC30O2B-D2*,EC30O2FREE,inaquosorum,Free,2987,36,27.744,117,12.541,1-Jun-17,36.4624,-117.2090167,3068.8,2987
CBP-3081,EC30O5B-F2-1,EC30O5B-F2-1,EC30O5FREE,inaquosorum,Free,3965,36,25.573,117,11.602,1-Jun-17,36.42621667,-117.1933667,4040.2,3965
CBP-3083,EC30O3N-H12,EC30O3N-H12,EC30O3,inaquosorum,Opuntia,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3084,EC30O3N-H14,EC30O3N-H14,EC30O3,inaquosorum,Opuntia,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3085,EC30O3N-H3-1,EC30O3N-H3-1,EC30O3,inaquosorum,Opuntia,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3086,EC30O3N-H1,EC30O3N-H1,EC30O3,inaquosorum,Opuntia,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3087,EC30O3N-H3-2,EC30O3N-H3-2,EC30O3,inaquosorum,Opuntia,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3088,EC30O1B-J4,EC30O1B-J4,EC30O1FREE,inaquosorum,Free,2971,36,27.744,117,12.537,1-Jun-17,36.4624,-117.20895,3066.1,2971
CBP-3089,EC49O2B-D2,EC49O2B-D2,EC49O2FREE,inaquosorum,Free,4898,36,18.13,117,10.093,1-Jun-17,36.30216667,-117.1682167,4931.9,4898
CBP-3090,EC49O2B-D3,EC49O2B-D3,EC49O2FREE,inaquosorum,Free,4898,36,18.13,117,10.093,1-Jun-17,36.30216667,-117.1682167,4931.9,4898
CBP-3091,EC49O5B-F10*,EC49O5B-F10*,EC49O5FREE,inaquosorum,Free,4900,,,,,1-Jun-17,,,,4900
CBP-3092,EC49O1B-A1,EC49O1B-A1,EC49O1FREE,inaquosorum,Free,4898,36,18.131,117,10.091,1-Jun-17,36.30218333,-117.1681833,4932,4898
CBP-3093,EC49O2B-D16*,EC49O2B-D16*,EC49O2FREE,inaquosorum,Free,4898,36,18.13,117,10.093,1-Jun-17,36.30216667,-117.1682167,4931.9,4898
CBP-3094,EC49O2B-D19,EC49O2B-D19,EC49O2FREE,inaquosorum,Free,4898,36,18.13,117,10.093,1-Jun-17,36.30216667,-117.1682167,4931.9,4898
CBP-3095,EC49O2B-D21,EC49O2B-D21,EC49O2FREE,inaquosorum,Free,4898,36,18.13,117,10.093,1-Jun-17,36.30216667,-117.1682167,4931.9,4898
CBP-3096,EC49O2B-D24,EC49O2B-D24,EC49O2FREE,inaquosorum,Free,4898,36,18.13,117,10.093,1-Jun-17,36.30216667,-117.1682167,4931.9,4898
CBP-3097,EC49O2B-D33,EC49O2B-D33,EC49O2FREE,inaquosorum,Free,4898,36,18.13,117,10.093,1-Jun-17,36.30216667,-117.1682167,4931.9,4898
CBP-3098,EC49O5B-F1,EC49O5B-F1,EC49O5FREE,inaquosorum,Free,4900,,,,,1-Jun-17,,,,4900
CBP-3099,EC49O5B-F3*,EC49O5B-F3*,EC49O5FREE,inaquosorum,Free,4900,,,,,1-Jun-17,,,,4900
CBP-1647,CK3J2A-1,CK3J2A-1,CK3J2,spizizenii,Juniper,5790,36,15.105,117,6.595,26-May-10,36.25175,-117.1099167,5803.7,5790
CBP-1648,CK3J2A-1w,CK3J2A-1w,CK3J2,spizizenii,Juniper,5790,36,15.105,117,6.595,26-May-10,36.25175,-117.1099167,5803.7,5790
CBP-1696,WR1F3B-10,WR1F3B-10,WR1F3,spizizenii,Free,2992,36,27.918,117,12.494,27-May-10,36.4653,-117.2082333,3011.6,2992
CBP-1697,WR1F3B-10m,WR1F3B-10m,WR1F3,spizizenii,Free,2992,36,27.918,117,12.494,27-May-10,36.4653,-117.2082333,3011.6,2992
CBP-1698,WR1F3B-11,WR1F3B-11,WR1F3,spizizenii,Free,2992,36,27.918,117,12.494,27-May-10,36.4653,-117.2082333,3011.6,2992
CBP-1699,WR1F3B-11m,WR1F3B-11m,WR1F3,spizizenii,Free,2992,36,27.918,117,12.494,27-May-10,36.4653,-117.2082333,3011.6,2992
CBP-1700,WR1F3B-7,WR1F3B-7,WR1F3,spizizenii,Free,2992,36,27.918,117,12.494,27-May-10,36.4653,-117.2082333,3011.6,2992
CBP-1701,WR1F3B-7m,WR1F3B-7m,WR1F3,spizizenii,Free,2992,36,27.918,117,12.494,27-May-10,36.4653,-117.2082333,3011.6,2992
CBP-1702,WR1F3B-8,WR1F3B-8,WR1F3,spizizenii,Free,2992,36,27.918,117,12.494,27-May-10,36.4653,-117.2082333,3011.6,2992
CBP-1704,WR1FB-1m,WR1F3B-1m,WR1F3,spizizenii,Free,2992,36,27.918,117,12.494,27-May-10,36.4653,-117.2082333,3011.6,2992
CBP-1705,WR201A-1,WR2O1A-1,WR2O1,spizizenii,Opuntia,4071,36,25.466,117,11.417,27-May-10,36.42443333,-117.1902833,4099,4071
CBP-1706,WR201A-1m,WR2O1A-1m,WR2O1,spizizenii,Opuntia,4071,36,25.466,117,11.417,27-May-10,36.42443333,-117.1902833,4099,4071
CBP-1718,WR202B-5m,WR202B-5m,WR2O2,spizizenii,Opuntia,,,,,,,,,,
CBP-1723,WR203A-3,WR2O3A-3,WR2O3,spizizenii,Opuntia,4070,36,25.465,117,11.43,27-May-10,36.42441667,-117.1905,4086.9,4070
CBP-1804,WR1O3B-1,WR1O3B-1,WR1O3,spizizenii,Opuntia,2984,36,27.914,117,12.486,27-May-10,36.46523333,-117.2081,3026,2984
CBP-1805,WR2F2B-10,WR2F2B-10,WR2F2,spizizenii,Free,4070,36,25.468,117,11.422,27-May-10,36.42446667,-117.1903667,4098.2,4070
CBP-1811,WR2F2B-16,WR2F2B-16,WR2F2,spizizenii,Free,4070,36,25.468,117,11.422,27-May-10,36.42446667,-117.1903667,4098.2,4070
CBP-1814,WR2F2B-7,WR2F2B-7,WR2F2,spizizenii,Free,4070,36,25.468,117,11.422,27-May-10,36.42446667,-117.1903667,4098.2,4070
CBP-1817,WR2O1B-15,WR2O1B-15,WR2O1,spizizenii,Opuntia,4071,36,25.466,117,11.417,27-May-10,36.42443333,-117.1902833,4099,4071
CBP-1823,S10C-1,S10C-1,S10C,spizizenii,Free,,36,17.089,116,53.541,,36.28481667,-116.89235,-247.8,-247.8
CBP-1838,S3C-3,S3C-3,S3C,spizizenii,Free,,36,17.101,116,53.443,,36.28501667,-116.8907167,-255.9,-255.9
CBP-1843,S4B-2,S4B-2,S4B,spizizenii,Free,,36,17.095,116,53.455,,36.28491667,-116.8909167,-255.1,-255.1
CBP-1844,S4B-4,S4B-4,S4B,spizizenii,Free,,36,17.095,116,53.455,,36.28491667,-116.8909167,-255.1,-255.1
CBP-1848,S14C1II,S14C1II,S14,spizizenii,Free,-260,,,,,,,,,
CBP-1862,S6B-2,S6B-2,S6B,spizizenii,Free,,36,17.095,116,53.502,,36.28491667,-116.8917,-252.3,-252.3
CBP-1885,S8C-4,S8C-4,S8C,spizizenii,Free,,36,17.094,116,53.523,,36.2849,-116.89205,-250.1,-250.1
CBP-1887,S8C-6,S8C-6,S8C,spizizenii,Free,,36,17.094,116,53.523,,36.2849,-116.89205,-250.1,-250.1
CBP-1910,S10C9,S10C9,S10C,spizizenii,Free,,36,17.089,116,53.541,,36.28481667,-116.89235,-247.8,-247.8
CBP-1920,S11C4,S11C4,S11C,spizizenii,Free,,36,17.092,116,53.555,,36.28486667,-116.8925833,-246.2,-246.2
CBP-1923,S12B1,S12B1,S12C,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-1927,S12B5,S12B5,S12B,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-1928,S12C1,S12C1,S12C,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-1932,S12C5,S12C5,S12C,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-1933,S13C1,S13C1,S13C,spizizenii,Free,,36,17.092,116,53.582,,36.28486667,-116.8930333,-240,-240
CBP-1935,S13C2M,S13C2M,S13C,spizizenii,Free,,36,17.092,116,53.582,,36.28486667,-116.8930333,-240,-240
CBP-1944,S14B2,S14B2,S14B,spizizenii,Free,,36,17.092,116,53.599,,36.28486667,-116.8933167,-236.9,-236.9
CBP-1947,S14C1I,S14C1I,S14C,spizizenii,Free,,36,17.092,116,53.599,,36.28486667,-116.8933167,-236.9,-236.9
CBP-1948,S14C1II,S14C1II,S14C,spizizenii,Free,,36,17.092,116,53.599,,36.28486667,-116.8933167,-236.9,-236.9
CBP-1949,S14C2F,S14C2F,S14C,spizizenii,Free,,36,17.092,116,53.599,,36.28486667,-116.8933167,-236.9,-236.9
CBP-1950,S14C2M,S14C2M,S14C,spizizenii,Free,,36,17.092,116,53.599,,36.28486667,-116.8933167,-236.9,-236.9
CBP-1961,S15C6,S15C6,S15C,spizizenii,Free,,36,17.09,116,53.611,,36.28483333,-116.8935167,-236.2,-236.2
CBP-1965,S16B5,S16B5,S16B,spizizenii,Free,,36,17.092,116,53.637,,36.28486667,-116.89395,-232.7,-232.7
CBP-1975,S17C1F,S17C1F,S17C,spizizenii,Free,,36,17.098,116,53.654,,36.28496667,-116.8942333,-229.4,-229.4
CBP-1976,S17C1M,S17C1M,S17C,spizizenii,Free,,36,17.098,116,53.654,,36.28496667,-116.8942333,-229.4,-229.4
CBP-1978,S17C4,S17C4,S17C,spizizenii,Free,,36,17.098,116,53.654,,36.28496667,-116.8942333,-229.4,-229.4
CBP-1980,S17C6,S17C6,S17C,spizizenii,Free,,36,17.098,116,53.654,,36.28496667,-116.8942333,-229.4,-229.4
CBP-1987,N10b1,N10b1,N10B,spizizenii,Free,-260,,,,,,,,,*
CBP-1989,N10b3,N10b3,N10B,spizizenii,Free,-260,,,,,,,,,
CBP-1990,N10B3M,N10B3M,N10B,spizizenii,Free,-260,,,,,,,,,*
CBP-1991,N10b4,N10b4,N10B,spizizenii,Free,-260,,,,,,,,,*
CBP-1992,N10B4M,N10B4M,N10B,spizizenii,Free,-260,,,,,,,,,*
CBP-2113,WR1O2A-52,WR1O2A-52,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2114,WR1O2A-53,WR1O2A-53,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2115,WR1O2A-54,WR1O2A-54,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2116,WR1O2A-55,WR1O2A-55,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2117,WR1O2A-56,WR1O2A-56,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2118,WR1O2A-57,WR1O2A-57,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2119,WR1O2A-58,WR1O2A-58,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2121,WR1O2B-51,WR1O2B-51,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2122,WR1O2B-53,WR1O2B-53,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2123,WR1O2B-54,WR1O2B-54,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2124,WR1O2B-56,WR1O2B-56,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2125,WR1O2B-57,WR1O2B-57,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2126,WR1O2B-58,WR1O2B-58,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2127,WR1O2B-59,WR1O2B-59,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2128,WR1O2B-61,WR1O2B-61,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2129,WR1O2B-62,WR1O2B-62,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2130,WR1O2B-63,WR1O2B-63,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2131,WR1O2B-64,WR1O2B-64,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2133,WR1O2B-66,WR1O2B-66,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2134,WR1O2B-67,WR1O2B-67,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2135,WR1O2B-68,WR1O2B-68,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2136,WR1O2B-69,WR1O2B-69,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2137,WR1O2B-70,WR1O2B-70,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2138,WR1O2B-71,WR1O2B-71,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2139,WR1O2B-72,WR1O2B-72,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2140,WR1O2B-73,WR1O2B-73,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2141,WR1O2B-74,WR1O2B-74,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2142,WR1O2B-75,WR1O2B-75,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2143,WR1O2B-76,WR1O2B-76,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2144,WR1O2B-77,WR1O2B-77,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2145,WR1O2B-78,WR1O2B-78,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2146,WR1O2B-79,WR1O2B-79,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2147,WR1O2B-80,WR1O2B-80,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2148,WR1O2C-51,WR1O2C-51,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2149,WR1O2C-52,WR1O2C-52,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2150,WR1O2C-54,WR1O2C-54,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2151,WR1O2C-55,WR1O2C-55,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2153,WR1O2C-60B,WR1O2C-60B,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2154,WR1O2C-61,WR1O2C-61,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2155,WR1O2C-62,WR1O2C-62,WR1O2,spizizenii,Opuntia,2983,36,27.922,117,12.495,27-May-10,36.46536667,-117.20825,3009.3,2983
CBP-2163,101-2,101-2,101,spizizenii,Free,-260,,,,,,,,,*
CBP-2164,101-3,101-3,101,spizizenii,Free,-260,,,,,,,,,
CBP-2165,101-4,101-4,101,spizizenii,Free,-260,,,,,,,,,*
CBP-2170,102-5,102-5,102,spizizenii,Free,-260,,,,,,,,,
CBP-2171,102-6,102-6,102,spizizenii,Free,-260,,,,,,,,,
CBP-2185,105-3,105-3,105,spizizenii,Free,-260,,,,,,,,,*
CBP-2193,16a-2,16a-2,16,spizizenii,Free,-260,,,,,,,,,
CBP-2195,16b-2,16b-2,16,spizizenii,Free,-260,,,,,,,,,*
CBP-2196,16b-3,16b-3,16,spizizenii,Free,-260,,,,,,,,,*
CBP-2198,19b-1,19b-1,19,spizizenii,Free,-260,,,,,,,,,*
CBP-2200,19b-3a,19b-3a,19,spizizenii,Free,-260,,,,,,,,,
CBP-2202,19b-4,19b-4,19,spizizenii,Free,-260,,,,,,,,,
CBP-2203,19b-5,19b-5,19,spizizenii,Free,-260,,,,,,,,,*
CBP-2205,19b-7,19b-7,19,spizizenii,Free,-260,,,,,,,,,
CBP-2213,93-1,93-1,93,spizizenii,Free,-260,,,,,,,,,
CBP-2214,93-2,93-2,93,spizizenii,Free,-260,,,,,,,,,*
CBP-2215,96-1,96-1,96,spizizenii,Free,-260,,,,,,,,,*
CBP-2217,96-11,96-11,96,spizizenii,Free,-260,,,,,,,,,*
